"","TrainNo","AvgDelay"
"1653","78511",0
"1654","78512",0
"1655","78513",0
"1656","78514",0
"1657","78515",0
"1658","78516",0
"1659","78517",0
"1660","78518",0
"1661","78519",0
"1662","78520",0
"1663","78801",0
"1664","78802",0
"1665","78812",0
"1666","78814",0
"1667","79413",0
"1668","79414",0
"1669","01401",66
"1670","01402",27
"1671","01404",0
"1672","01413",87
"1673","01414",8
"1674","01461",107
"1675","01462",38
"1676","01463",63
"1677","01464",35
"1678","01511",15
"1679","01512",25
"1680","01513",10
"1681","01521",11
"1682","01522",11
"1683","01525",19
"1684","01530",19
"1685","01533",28
"1686","01535",35
"1687","01536",20
"1688","01537",10
"1689","01538",15
"1690","01543",9
"1691","01544",10
"1692","01547",18
"1693","01548",0
"1694","01769",0
"1695","01770",0
"1696","03455",20
"1697","03456",76
"1698","03633",9
"1699","03634",26
"1700","04023",14
"1701","04024",17
"1702","04025",10
"1703","04026",17
"1704","04029",47
"1705","04030",31
"1706","04041",0
"1707","04042",0
"1708","04093",25
"1709","04094",44
"1710","04097",17
"1711","04098",19
"1712","04099",20
"1713","04100",19
"1714","04331",41
"1715","04344",65
"1716","04499",63
"1717","04500",63
"1718","04689",41
"1719","04690",17
"1720","04747",10
"1721","04748",18
"1722","04749",26
"1723","04750",20
"1724","04751",25
"1725","04752",27
"1726","04801",9
"1727","04802",9
"1728","04827",10
"1729","04828",0
"1730","04853",14
"1731","04854",80
"1732","04901",45
"1733","04902",40
"1734","04905",5
"1735","04906",27
"1736","04912",83
"1737","05229",29
"1738","05230",41
"1739","05233",49
"1740","05234",43
"1741","05235",74
"1742","05236",36
"1743","05237",12
"1744","05238",14
"1745","05427",27
"1746","05428",23
"1747","05437",63
"1748","05438",122
"1749","05517",13
"1750","05518",8
"1751","05519",23
"1752","05520",58
"1753","05525",44
"1754","05526",86
"1755","05543",42
"1756","05544",26
"1757","05545",30
"1758","05546",68
"1759","05547",66
"1760","05548",48
"1761","06389",14
"1762","06390",11
"1763","06511",21
"1764","06512",31
"1765","06513",9
"1766","06514",25
"1767","06571",12
"1768","06572",11
"1769","06583",46
"1770","06584",16
"1771","06595",39
"1772","06596",20
"1773","06627",50
"1774","06628",0
"1775","06629",8
"1776","06630",0
"1777","06733",7
"1778","06734",7
"1779","06816",11
"1780","06827",7
"1781","06828",22
"1782","06829",6
"1783","06830",21
"1784","06831",6
"1785","06832",8
"1786","06833",19
"1787","06834",9
"1788","06835",10
"1789","06836",9
"1790","06837",13
"1791","06838",8
"1792","06839",8
"1793","06840",19
"1794","06871",5
"1795","06876",11
"1796","06880",17
"1797","06887",9
"1798","06888",18
"1799","06891",7
"1800","06892",0
"1801","06895",11
"1802","06896",20
"1803","06897",6
"1804","06898",0
"1805","06925",0
"1806","06926",0
"1807","06927",0
"1808","06928",10
"1809","06929",14
"1810","06930",14
"1811","06931",23
"1812","06932",18
"1813","06933",34
"1814","06934",20
"1815","06935",24
"1816","06936",33
"1817","06937",26
"1818","06938",18
"1819","06941",31
"1820","06942",0
"1821","06943",0
"1822","06944",0
"1823","06947",10
"1824","06948",11
"1825","06949",32
"1826","06950",15
"1827","06951",43
"1828","06952",21
"1829","06955",22
"1830","06956",18
"1831","06957",41
"1832","06960",15
"1833","06963",23
"1834","06964",16
"1835","06965",18
"1836","06966",32
"1837","06967",21
"1838","06968",22
"1839","06969",22
"1840","06970",21
"1841","06971",17
"1842","06972",23
"1843","06973",14
"1844","06974",15
"1845","06975",15
"1846","06976",17
"1847","06977",0
"1848","06978",7
"1849","06979",20
"1850","06980",0
"1851","06981",24
"1852","06982",17
"1853","06983",31
"1854","06984",21
"1855","06985",10
"1856","06986",17
"1857","06987",11
"1858","06988",13
"1859","06989",17
"1860","06990",46
"1861","06991",11
"1862","06992",10
"1863","06993",39
"1864","06994",13
"1865","06995",17
"1866","06996",94
"1867","06997",39
"1868","06998",53
"1869","01153",119
"1870","01154",75
"1871","01155",63
"1872","01156",57
"1873","01203",54
"1874","01204",45
"1875","01303",10
"1876","01304",10
"1877","01307",29
"1878","01308",6
"1879","01309",35
"1880","01310",58
"1881","01313",10
"1882","01314",3
"1883","01315",37
"1884","01316",52
"1885","01359",21
"1886","01360",13
"1887","01361",32
"1888","01375",0
"1889","01376",0
"1890","01377",36
"1891","01378",5
"1892","01524",11
"1893","01763",10
"1894","01764",12
"1895","01765",10
"1896","01766",10
"1897","01773",14
"1898","01775",0
"1899","01825",22
"1900","01826",127
"1901","01827",42
"1902","01828",27
"1903","01891",22
"1904","01892",16
"1905","01904",149
"1906","01909",27
"1907","01910",54
"1908","03237",22
"1909","03238",19
"1910","03333",77
"1911","03334",272
"1912","03359",168
"1913","03360",96
"1914","03381",50
"1915","03382",69
"1916","03385",119
"1917","03386",100
"1918","03573",24
"1919","03574",51
"1920","03593",41
"1921","03594",20
"1922","03649",58
"1923","03650",65
"1924","03675",72
"1925","03676",105
"1926","03677",42
"1927","03678",34
"1928","03769",32
"1929","03770",43
"1930","04013",63
"1931","04019",39
"1932","04020",31
"1933","04103",40
"1934","04104",71
"1935","04105",24
"1936","04106",12
"1937","04127",22
"1938","04128",42
"1939","04139",0
"1940","04140",9
"1941","04147",11
"1942","04148",26
"1943","04149",129
"1944","04156",36
"1945","04157",41
"1946","04159",80
"1947","04160",91
"1948","04161",47
"1949","04162",34
"1950","04163",70
"1951","04164",28
"1952","04176",66
"1953","04179",30
"1954","04180",16
"1955","04185",28
"1956","04186",28
"1957","04193",126
"1958","04194",109
"1959","04287",40
"1960","04288",37
"1961","04289",64
"1962","04290",61
"1963","04295",84
"1964","04298",32
"1965","04453",30
"1966","04567",24
"1967","04568",141
"1968","04577",32
"1969","04578",23
"1970","04579",63
"1971","04580",13
"1972","04581",52
"1973","04582",59
"1974","04584",40
"1975","04588",18
"1976","04589",41
"1977","04590",140
"1978","04591",51
"1979","04592",32
"1980","04593",22
"1981","04594",26
"1982","04595",25
"1983","04596",23
"1984","05169",76
"1985","05170",129
"1986","05245",64
"1987","05246",39
"1988","05505",95
"1989","05506",120
"1990","05553",16
"1991","05554",3
"1992","06393",10
"1993","06394",13
"1994","06401",15
"1995","06402",13
"1996","06417",30
"1997","06418",32
"1998","06436",5
"1999","06441",5
"2000","06442",0
"2001","06515",14
"2002","06516",20
"2003","06525",13
"2004","06526",9
"2005","06527",15
"2006","06528",12
"2007","06529",17
"2008","06530",17
"2009","06532",9
"2010","06533",12
"2011","06534",3
"2012","06535",9
"2013","06536",10
"2014","06537",31
"2015","06538",11
"2016","06539",14
"2017","06540",8
"2018","06551",42
"2019","06552",9
"2020","06561",13
"2021","06562",27
"2022","06573",7
"2023","06574",11
"2024","06579",10
"2025","06580",9
"2026","06591",21
"2027","06592",34
"2028","06593",36
"2029","06594",15
"2030","06603",92
"2031","06604",191
"2032","06607",14
"2033","06608",14
"2034","06613",54
"2035","06614",35
"2036","06615",12
"2037","06616",42
"2038","06617",63
"2039","06618",64
"2040","06621",8
"2041","06622",12
"2042","06625",71
"2043","06626",59
"2044","06661",2
"2045","06666",3
"2046","06721",10
"2047","06722",9
"2048","06725",14
"2049","06726",7
"2050","06727",9
"2051","06728",16
"2052","06735",26
"2053","06738",5
"2054","06743",6
"2055","06744",9
"2056","06745",18
"2057","06746",24
"2058","06747",13
"2059","06748",16
"2060","06750",9
"2061","06751",26
"2062","06753",11
"2063","06754",8
"2064","06763",8
"2065","06764",14
"2066","06765",8
"2067","06766",15
"2068","06768",9
"2069","04178",28
"2070","04408",37
"2071","04416",25
"2072","04421",100
"2073","04907",81
"2074","04908",35
"2075","04909",52
"2076","04910",18
"2077","04911",44
"2078","04914",48
"2079","04915",62
"2080","04916",0
"2081","04919",0
"2082","04920",33
"2083","04921",25
"2084","04927",0
"2085","04928",48
"2086","04929",25
"2087","04930",100
"2088","04931",22
"2089","04932",40
"2090","04933",31
"2091","04934",49
"2092","04935",31
"2093","04937",22
"2094","04938",0
"2095","04939",64
"2096","04940",16
"2097","04941",21
"2098","04942",39
"2099","04943",10
"2100","04945",34
"2101","04946",19
"2102","04950",0
"2103","04951",16
"2104","04952",41
"2105","04953",0
"2106","04954",24
"2107","04955",15
"2108","04956",74
"2109","04957",24
"2110","04958",0
"2111","04959",0
"2112","04960",40
"2113","04961",0
"2114","04965",34
"2115","04966",20
"2116","04967",37
"2117","04968",31
"2118","04996",25
"2119","64001",0
"2120","64002",0
"2121","64003",0
"2122","64004",0
"2123","64011",0
"2124","64012",0
"2125","64013",0
"2126","64014",0
"2127","64015",0
"2128","64016",0
"2129","64017",0
"2130","64018",0
"2131","64019",0
"2132","64031",0
"2133","64032",0
"2134","64034",0
"2135","64036",0
"2136","64051",0
"2137","64052",0
"2138","64053",0
"2139","64055",0
"2140","64057",0
"2141","64061",0
"2142","64062",0
"2143","64064",0
"2144","64071",0
"2145","64073",0
"2146","64074",0
"2147","64075",0
"2148","64076",0
"2149","64077",0
"2150","64078",0
"2151","64080",0
"2152","64082",0
"2153","64084",0
"2154","64087",0
"2155","64088",0
"2156","64089",0
"2157","64090",0
"2158","64091",0
"2159","64092",0
"2160","64093",0
"2161","64094",0
"2162","64095",0
"2163","64096",0
"2164","64097",0
"2165","64098",0
"2166","64101",0
"2167","64102",0
"2168","64103",0
"2169","64104",0
"2170","64105",0
"2171","64106",0
"2172","64107",0
"2173","64108",0
"2174","64109",0
"2175","64110",0
"2176","64111",0
"2177","64112",0
"2178","64113",0
"2179","64114",0
"2180","64167",0
"2181","64168",0
"2182","64401",0
"2183","64402",0
"2184","64403",0
"2185","64404",0
"2186","64406",0
"2187","64407",0
"2188","64408",0
"2189","64409",0
"2190","64410",0
"2191","64411",0
"2192","64412",0
"2193","64414",0
"2194","64415",0
"2195","64417",0
"2196","64418",0
"2197","64419",0
"2198","64420",0
"2199","64421",0
"2200","64422",0
"2201","64423",0
"2202","64424",0
"2203","64425",0
"2204","64426",0
"2205","64427",0
"2206","64428",0
"2207","64429",0
"2208","64430",0
"2209","64431",0
"2210","64432",0
"2211","64433",0
"2212","64434",0
"2213","64437",0
"2214","64439",0
"2215","64441",0
"2216","64443",0
"2217","64445",0
"2218","64449",0
"2219","64450",0
"2220","64451",0
"2221","64452",0
"2222","64453",0
"2223","64454",0
"2224","64461",0
"2225","64462",0
"2226","64463",0
"2227","64464",0
"2228","64465",0
"2229","64466",0
"2230","64469",0
"2231","64470",0
"2232","64471",0
"2233","64472",0
"2234","64491",0
"2235","64492",0
"2236","64496",0
"2237","64901",0
"2238","64902",0
"2239","64903",0
"2240","64904",0
"2241","64905",0
"2242","64906",0
"2243","64908",0
"2244","64910",0
"2245","64953",0
"2246","90001",0
"2247","90002",0
"2248","90003",0
"2249","90004",0
"2250","90006",0
"2251","90007",0
"2252","90008",0
"2253","90009",0
"2254","90011",0
"2255","90012",0
"2256","90013",0
"2257","90014",0
"2258","90015",0
"2259","90016",0
"2260","90017",0
"2261","90018",0
"2262","90019",0
"2263","90020",0
"2264","90021",0
"2265","90022",0
"2266","90023",0
"2267","90024",0
"2268","90025",0
"2269","90026",0
"2270","90027",0
"2271","90028",0
"2272","90029",0
"2273","90030",0
"2274","90031",0
"2275","90032",0
"2276","90033",0
"2277","90034",0
"2278","90037",0
"2279","90038",0
"2280","90039",0
"2281","90040",0
"2282","90041",0
"2283","90042",0
"2284","90043",0
"2285","90044",0
"2286","90045",0
"2287","90046",0
"2288","90047",0
"2289","90048",0
"2290","90049",0
"2291","90051",0
"2292","90052",0
"2293","90053",0
"2294","90054",0
"2295","90055",0
"2296","90057",0
"2297","90058",0
"2298","90059",0
"2299","90060",0
"2300","90061",0
"2301","90062",0
"2302","90063",0
"2303","90064",0
"2304","90065",0
"2305","90066",0
"2306","90067",0
"2307","90068",0
"2308","90069",0
"2309","90070",0
"2310","90071",0
"2311","90072",0
"2312","90073",0
"2313","90074",0
"2314","90075",0
"2315","90076",0
"2316","90077",0
"2317","90078",0
"2318","90080",0
"2319","90081",0
"2320","90082",0
"2321","90083",0
"2322","90084",0
"2323","90085",0
"2324","90086",0
"2325","90087",0
"2326","90088",0
"2327","90089",0
"2328","90090",0
"2329","90091",0
"2330","90092",0
"2331","90093",0
"2332","90094",0
"2333","90096",0
"2334","90097",0
"2335","90098",0
"2336","90099",0
"2337","90100",0
"2338","90101",0
"2339","90102",0
"2340","90103",0
"2341","90104",0
"2342","90105",0
"2343","90106",0
"2344","90107",0
"2345","90109",0
"2346","90110",0
"2347","90111",0
"2348","90112",0
"2349","90113",0
"2350","90115",0
"2351","90116",0
"2352","90117",0
"2353","90118",0
"2354","90119",0
"2355","90121",0
"2356","90122",0
"2357","90123",0
"2358","90124",0
"2359","90125",0
"2360","90126",0
"2361","90127",0
"2362","90128",0
"2363","90129",0
"2364","90130",0
"2365","90132",0
"2366","90133",0
"2367","90134",0
"2368","90135",0
"2369","90136",0
"2370","90137",0
"2371","90138",0
"2372","90139",0
"2373","90140",0
"2374","90141",0
"2375","90142",0
"2376","90143",0
"2377","90144",0
"2378","90145",0
"2379","90146",0
"2380","90147",0
"2381","90149",0
"2382","90150",0
"2383","90151",0
"2384","90152",0
"2385","90153",0
"2386","90154",0
"2387","90155",0
"2388","90156",0
"2389","90157",0
"2390","90158",0
"2391","90159",0
"2392","90160",0
"2393","90161",0
"2394","90162",0
"2395","90163",0
"2396","90165",0
"2397","90166",0
"2398","90167",0
"2399","90168",0
"2400","90169",0
"2401","90170",0
"2402","90171",0
"2403","90172",0
"2404","90173",0
"2405","90174",0
"2406","90175",0
"2407","90176",0
"2408","90177",0
"2409","90178",0
"2410","90179",0
"2411","90180",0
"2412","90181",0
"2413","90182",0
"2414","90183",0
"2415","90184",0
"2416","90185",0
"2417","90186",0
"2418","90187",0
"2419","90188",0
"2420","90189",0
"2421","90190",0
"2422","90191",0
"2423","90192",0
"2424","90193",0
"2425","90194",0
"2426","90196",0
"2427","90197",0
"2428","90199",0
"2429","90200",0
"2430","90201",0
"2431","90202",0
"2432","90203",0
"2433","90204",0
"2434","90205",0
"2435","90206",0
"2436","90207",0
"2437","90208",0
"2438","90209",0
"2439","90210",0
"2440","90211",0
"2441","90213",0
"2442","90214",0
"2443","90215",0
"2444","90216",0
"2445","90217",0
"2446","00068",0
"2447","00069",0
"2448","00117",0
"2449","00118",0
"2450","00119",0
"2451","00120",0
"2452","00121",0
"2453","00242",0
"2454","08135",7
"2455","08136",6
"2456","08139",10
"2457","08140",11
"2458","30111",11
"2459","30112",9
"2460","30116",10
"2461","30121",16
"2462","30122",7
"2463","30123",22
"2464","30128",10
"2465","30135",27
"2466","30142",9
"2467","30145",17
"2468","30152",10
"2469","30154",21
"2470","30211",0
"2471","30311",8
"2472","30312",6
"2473","30313",14
"2474","30314",26
"2475","30317",13
"2476","30321",11
"2477","30322",13
"2478","30324",13
"2479","30331",9
"2480","30332",24
"2481","30333",18
"2482","30342",14
"2483","30344",8
"2484","30346",12
"2485","30351",18
"2486","30353",12
"2487","30357",15
"2488","30358",14
"2489","30361",9
"2490","30411",7
"2491","30412",6
"2492","30416",8
"2493","30451",5
"2494","30511",6
"2495","30552",4
"2496","30711",5
"2497","30712",14
"2498","31051",6
"2499","31053",8
"2500","31055",13
"2501","31111",13
"2502","31112",19
"2503","31151",13
"2504","31152",16
"2505","31191",9
"2506","31192",5
"2507","31211",0
"2508","31212",0
"2509","31213",9
"2510","31214",21
"2511","31215",4
"2512","31216",11
"2513","31217",5
"2514","31218",7
"2515","31219",5
"2516","31220",7
"2517","31221",8
"2518","31222",11
"2519","31223",12
"2520","31224",10
"2521","31225",5
"2522","31226",8
"2523","31227",4
"2524","31228",13
"2525","31229",10
"2526","31230",13
"2527","31231",7
"2528","31232",5
"2529","31233",6
"2530","31234",0
"2531","31235",0
"2532","31236",10
"2533","31237",6
"2534","31238",8
"2535","31239",17
"2536","31240",15
"2537","31261",3
"2538","31311",14
"2539","31312",9
"2540","31313",7
"2541","31314",11
"2542","31315",7
"2543","31316",8
"2544","31317",5
"2545","31318",7
"2546","31319",7
"2547","31320",14
"2548","31321",11
"2549","31322",8
"2550","31323",8
"2551","31324",15
"2552","31325",6
"2553","31326",0
"2554","31327",0
"2555","31328",9
"2556","31329",6
"2557","31330",7
"2558","31331",7
"2559","31332",11
"2560","31333",5
"2561","31334",12
"2562","31335",6
"2563","31336",7
"2564","31337",10
"2565","31338",0
"2566","31339",4
"2567","31341",4
"2568","31411",0
"2569","31412",10
"2570","31413",3
"2571","31414",0
"2572","31415",5
"2573","31416",7
"2574","31417",6
"2575","31418",6
"2576","31420",10
"2577","31421",0
"2578","31422",12
"2579","31423",0
"2580","31424",10
"2581","31425",5
"2582","31426",11
"2583","31427",5
"2584","31428",0
"2585","31429",8
"2586","31430",21
"2587","31431",10
"2588","31432",0
"2589","31433",5
"2590","31434",6
"2591","31435",8
"2592","31436",7
"2593","31437",5
"2594","31438",9
"2595","31439",7
"2596","31440",5
"2597","31441",0
"2598","31442",17
"2599","31443",3
"2600","31444",4
"2601","31445",32
"2602","31446",53
"2603","31447",0
"2604","31448",0
"2605","31450",0
"2606","31471",8
"2607","31511",14
"2608","31512",19
"2609","31513",10
"2610","31514",26
"2611","31515",12
"2612","31516",15
"2613","31517",16
"2614","31518",25
"2615","31519",13
"2616","31520",24
"2617","31521",11
"2618","31522",12
"2619","31523",9
"2620","31524",19
"2621","31525",14
"2622","31526",18
"2623","31527",6
"2624","31528",18
"2625","31529",17
"2626","31530",23
"2627","31531",18
"2628","31532",30
"2629","31533",7
"2630","31534",22
"2631","31535",10
"2632","31536",32
"2633","31537",4
"2634","31538",7
"2635","31539",34
"2636","31540",0
"2637","31541",0
"2638","31542",7
"2639","31571",0
"2640","31584",0
"2641","31585",5
"2642","31586",5
"2643","31601",10
"2644","31602",17
"2645","31611",11
"2646","40001",4
"2647","40002",7
"2648","40003",6
"2649","40004",5
"2650","40005",5
"2651","40006",4
"2652","40007",3
"2653","40008",3
"2654","40009",4
"2655","40010",3
"2656","40011",4
"2657","40012",3
"2658","40013",5
"2659","40014",3
"2660","40015",3
"2661","40016",4
"2662","40017",4
"2663","40018",3
"2664","40019",4
"2665","40020",4
"2666","40021",4
"2667","40022",2
"2668","40023",4
"2669","40024",3
"2670","40025",6
"2671","40026",4
"2672","40027",3
"2673","40028",5
"2674","40029",7
"2675","40030",5
"2676","40031",6
"2677","40032",3
"2678","40033",4
"2679","40034",4
"2680","40035",3
"2681","40036",4
"2682","40037",5
"2683","40038",5
"2684","40039",3
"2685","40040",5
"2686","40041",4
"2687","40042",5
"2688","40043",8
"2689","40044",5
"2690","40045",4
"2691","40046",4
"2692","40047",2
"2693","40048",5
"2694","40049",34
"2695","40050",5
"2696","40051",5
"2697","40052",3
"2698","40053",15
"2699","40054",3
"2700","40055",14
"2701","40056",2
"2702","40057",6
"2703","40058",4
"2704","40059",5
"2705","40060",4
"2706","40061",3
"2707","40062",3
"2708","40063",0
"2709","40065",4
"2710","40066",2
"2711","40067",3
"2712","40068",5
"2713","40069",3
"2714","40070",4
"2715","40071",3
"2716","40072",4
"2717","40073",0
"2718","40074",3
"2719","40075",0
"2720","40076",3
"2721","40077",0
"2722","40078",3
"2723","40079",2
"2724","40080",15
"2725","40081",0
"2726","40082",3
"2727","40083",4
"2728","40084",2
"2729","40085",2
"2730","40086",5
"2731","40087",0
"2732","40088",3
"2733","40089",3
"2734","40090",4
"2735","40091",3
"2736","40092",5
"2737","40093",4
"2738","40094",2
"2739","40095",0
"2740","40096",4
"2741","40097",2
"2742","40098",3
"2743","40099",4
"2744","40100",9
"2745","40101",4
"2746","40102",4
"2747","40103",3
"2748","40104",3
"2749","40105",3
"2750","40106",3
"2751","40107",4
"2752","40108",3
"2753","40109",3
"2754","40110",3
"2755","40111",4
"2756","40112",3
"2757","40113",5
"2758","40114",7
"2759","40115",5
"2760","40116",4
"2761","40117",0
"2762","40118",4
"2763","40119",3
"2764","40120",4
"2765","40121",4
"2766","40122",3
"2767","40123",20
"2768","40124",4
"2769","40125",0
"2770","40126",4
"2771","40127",0
"2772","40128",3
"2773","40129",2
"2774","40130",0
"2775","40131",5
"2776","40132",0
"2777","40133",4
"2778","40134",4
"2779","40135",5
"2780","40136",0
"2781","40137",3
"2782","40138",3
"2783","40139",0
"2784","40140",5
"2785","40141",3
"2786","40142",0
"2787","40143",0
"2788","40144",0
"2789","40145",0
"2790","40146",0
"2791","40147",0
"2792","40148",0
"2793","40149",0
"2794","40150",0
"2795","40151",0
"2796","40152",0
"2797","40153",0
"2798","40154",0
"2799","40155",0
"2800","40156",0
"2801","40157",0
"2802","40158",0
"2803","40159",0
"2804","40203",4
"2805","40204",4
"2806","40301",5
"2807","40302",7
"2808","40303",0
"2809","40304",2
"2810","40305",0
"2811","40306",4
"2812","40307",0
"2813","40308",2
"2814","40309",3
"2815","40310",0
"2816","40311",2
"2817","40312",0
"2818","40313",0
"2819","40314",0
"2820","40315",0
"2821","40316",0
"2822","40317",0
"2823","40318",0
"2824","40319",3
"2825","40320",0
"2826","40321",0
"2827","40322",3
"2828","40323",0
"2829","40324",2
"2830","40325",0
"2831","40326",0
"2832","40327",0
"2833","40328",0
"2834","40329",3
"2835","40330",0
"2836","40331",2
"2837","40332",3
"2838","40333",3
"2839","40334",3
"2840","40335",5
"2841","40336",5
"2842","40337",2
"2843","40338",0
"2844","40339",0
"2845","40340",0
"2846","47100",0
"2847","47101",9
"2848","47102",3
"2849","47103",2
"2850","47104",0
"2851","47105",0
"2852","47106",0
"2853","47107",0
"2854","47108",2
"2855","47109",0
"2856","47110",0
"2857","47111",0
"2858","47112",0
"2859","47113",0
"2860","47114",3
"2861","47115",0
"2862","47116",0
"2863","47117",0
"2864","47118",0
"2865","47119",0
"2866","47120",8
"2867","47121",0
"2868","47122",12
"2869","47123",0
"2870","47124",0
"2871","47125",0
"2872","47126",21
"2873","47127",0
"2874","47128",14
"2875","47129",12
"2876","47130",13
"2877","47131",0
"2878","47132",17
"2879","47133",16
"2880","47134",0
"2881","47135",0
"2882","47136",0
"2883","47137",22
"2884","47138",9
"2885","47139",11
"2886","47140",0
"2887","47141",0
"2888","47142",8
"2889","47143",7
"2890","47144",0
"2891","47145",96
"2892","47146",22
"2893","47147",0
"2894","47148",0
"2895","47149",0
"2896","47150",14
"2897","47151",12
"2898","47152",0
"2899","47153",10
"2900","47154",8
"2901","47155",13
"2902","47156",3
"2903","47157",0
"2904","47158",0
"2905","47159",0
"2906","47160",12
"2907","47161",6
"2908","47162",15
"2909","47163",0
"2910","47164",11
"2911","47165",6
"2912","47166",5
"2913","47167",0
"2914","47168",0
"2915","47169",0
"2916","47170",6
"2917","47171",0
"2918","47172",0
"2919","47173",3
"2920","47174",0
"2921","47175",40
"2922","47176",0
"2923","47177",11
"2924","47178",10
"2925","47179",0
"2926","47180",0
"2927","47181",0
"2928","47182",14
"2929","47183",0
"2930","47184",0
"2931","47185",0
"2932","47186",40
"2933","47187",35
"2934","47188",0
"2935","47189",0
"2936","47190",0
"2937","47191",0
"2938","47192",0
"2939","47193",0
"2940","47194",0
"2941","47195",2
"2942","47196",0
"2943","47197",0
"2944","47198",0
"2945","47199",0
"2946","47200",0
"2947","47201",4
"2948","47202",0
"2949","47203",6
"2950","47204",0
"2951","47205",0
"2952","47206",11
"2953","47207",12
"2954","47208",0
"2955","47209",0
"2956","47210",30
"2957","47211",6
"2958","47212",44
"2959","47213",16
"2960","47214",0
"2961","47215",0
"2962","47216",6
"2963","47217",0
"2964","47218",0
"2965","47219",0
"2966","47220",0
